Accuracy,Epoch
46.949999999999996,1
64.25999999999999,2
70.91,3
76.006,4
79.104,5
81.316,6
82.98,7
84.44800000000001,8
85.56,9
86.29400000000001,10
87.05000000000001,11
87.83999999999999,12
88.494,13
88.842,14
89.456,15
89.778,16
90.042,17
90.522,18
90.644,19
91.014,20
