Loss,Epoch
0.02264402680873871,1
0.015742701081037522,2
0.012836268820166587,3
0.010791523757576943,4
0.00946685799062252,5
0.008496302999556065,6
0.007759430439174176,7
0.007104496353268624,8
0.006651597308218479,9
0.006288780230283737,10
0.0058831284591555595,11
0.005564925576150417,12
0.005257530925571918,13
0.005054959113299846,14
0.004823034168481827,15
0.004627816799730062,16
0.004500529670268297,17
0.0042962590602040295,18
0.004230006964504719,19
0.00407860889069736,20
